time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-07-20 17:04:22,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,338.3, 3.3, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,348.9,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
100,2023-07-20 17:04:22,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,335.8, 4.7, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,349.2,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,"Remote ID functionality normal (Code: 30331)"
200,2023-07-20 17:04:22,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,336.5, 4.3, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,349.1,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
300,2023-07-20 17:04:22,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,336.5, 3.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,349,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
400,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,334.6, 3.8, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,349,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
500,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0.223694,0,0,0,0,0,7928.3308829717,0,0,0,0.223694,0,-0.223694,333.2, 4.2, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,348.6,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
600,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0.223694,0,0,0,0,0,7928.3308829717,0,0,0,0.223694,0,-0.223694,332.4, 3.3, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,348.2,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
700,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,-0.223694,331.3, 3.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,347.7,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
800,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,331.4, 4.4, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,347,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
900,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,331.9, 3.4, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,346.5,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,"Setting new Return-To-Home altitude to 115m (377 ft). Data Recorder File Index is 1. Setting new Maximum Flight Altitude to 30m (98 ft)"
1000,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,0,7928.3308829717,0,0,0,0,0,0,332.4, 3.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,346.2,4.6,0,27,3.537,3.535,3.534,0,0,0,0,73.22,7928.3308829717,0,41,Motors_Started,
1100,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,10.609,7928.3308829717,0,0,0,0,0,0,331.6, 3.7, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,346,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.3308829717,0,41,Motors_Started,
1200,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,10.609,7928.3308829717,0,0,0,0,0,0,332.5, 2.3, -3,0,0,1024,1024,1024,1024,0,0,0,0,345.7,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.3308829717,0,41,Motors_Started,
1300,2023-07-20 17:04:23,0,0,0,,,7928.3308829717,4.593176,0,0,0,0,0,10.609,7928.3308829717,0,0,0,0,0,0,332.4, 2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,345.6,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.3308829717,0,41,Motors_Started,
1400,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,331.3, 4.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,345.4,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,41,Motors_Started,
1500,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,331.7, 4.4, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,345.2,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
1600,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,333, 2.4, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,345,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
1700,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,333.1, 2.5, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,345,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
1800,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,332.2, 2.4, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,345,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
1900,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,332.7, 2.8, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,344.9,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2000,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.609,7928.6589669717,0.328084,0,0,0,0,0,332.6, 2.3, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,344.9,4.6,0,27,3.537,3.535,3.534,0,0,0,3.403,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2100,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,332.6, 2.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2200,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,333, 2.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2300,2023-07-20 17:04:24,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,333.4, 2.4, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2400,2023-07-20 17:04:25,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,333.6, 1.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2500,2023-07-20 17:04:25,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,334, 0.8, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,344.7,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2600,2023-07-20 17:04:25,0,0,0.328084,,,7928.6589669717,4.593176,0,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0,0,0,334.3, 0.7, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,344.7,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2700,2023-07-20 17:04:25,0,0,0.328084,,,7928.6589669717,4.593176,0.223694,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0.223694,0,-0.223694,334, -0.7, 5.5,0,0,1063,1024,1024,1024,6,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2800,2023-07-20 17:04:25,0,0,0.328084,,,7928.6589669717,4.593176,0.223694,0,0,0,0,10.62,7928.6589669717,0.328084,0,0,0.223694,0.223694,-0.671082,334.3, -1.2, 3.6,0,0,1064,1024,1024,1024,6,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.6589669717,0.328084,11,AutoTakeoff,
2900,2023-07-20 17:04:25,0,0,0.656168,,,7928.9870509717,1.312336,0.6263432,0,0,0,0,10.62,7928.9870509717,0.656168,0,0,0.447388,0.447388,-1.11847,334.3, 0, -0.2,0,0,1090,1024,1024,1024,10,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.9870509717,0.656168,11,AutoTakeoff,
3000,2023-07-20 17:04:25,0,0,0.656168,,,7928.9870509717,1.968504,0.6263432,0,0,0,0,10.62,7928.9870509717,0.656168,0,0,0.447388,0.447388,-1.342164,334.3, 0, -1.8,0,0,1142,1024,1024,1024,18,0,0,0,344.8,4.6,0,27,3.544,3.541,3.541,0,0,0,3.98,73.22,7928.9870509717,0.656168,11,AutoTakeoff,
3100,2023-07-20 17:04:25,0,0,0.984252,,,7929.3151349717,2.296588,0.4921268,0,0,0,0,10.519,7929.3151349717,0.984252,0,0,0.223694,0.447388,-1.789552,334.2, 0.5, -2.9,0,0,1142,1024,1024,1024,18,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7929.3151349717,0.984252,11,AutoTakeoff,
3200,2023-07-20 17:04:25,0,0,1.312336,,,7929.6432189717,2.296588,0.3131716,0,0,0,0,10.519,7929.6432189717,1.312336,0,0,0.223694,0.223694,-1.789552,334.1, 1, -3.3,0,0,1199,1024,1024,1024,27,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7929.6432189717,1.312336,11,AutoTakeoff,
3300,2023-07-20 17:04:25,0,0,1.64042,,,7929.9713029717,2.624672,0.3131716,0,0,0,0,10.519,7929.9713029717,1.64042,0,0,0.223694,0.223694,-2.013246,334.1, 0.6, -3.3,0,0,1619,1024,1024,1024,90,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7929.9713029717,1.64042,11,AutoTakeoff,
3400,2023-07-20 17:04:26,0,0,1.968504,,,7930.2993869717,6.233596,0.223694,0,0,0,0,10.519,7930.2993869717,1.968504,0,0,0,0.223694,-2.23694,334.2, 0, -3.3,0,0,1684,1024,1024,1024,100,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7930.2993869717,1.968504,11,AutoTakeoff,
3500,2023-07-20 17:04:26,0,0,2.296588,,,7930.6274709717,6.56168,0.223694,0,0,0,0,10.519,7930.6274709717,2.296588,0,0,0,0.223694,-2.684328,334.2, -0.8, -2.7,0,0,1684,1024,1024,1024,100,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7930.6274709717,2.296588,6,P-GPS,
3600,2023-07-20 17:04:26,0,0,2.624672,,,7930.9555549717,6.889764,0.223694,0,0,0,0,10.519,7930.9555549717,2.624672,0,0,0,0.223694,-3.35541,334.1, -0.9, -2.2,0,0,1684,1024,1024,1024,100,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7930.9555549717,2.624672,6,P-GPS,
3700,2023-07-20 17:04:26,0,0,3.28084,,,7931.6117229717,7.545932,0,0,0,0,0,10.519,7931.6117229717,3.28084,0,0,0,0,-4.026492,334, -0.8, -2.1,0,0,1684,1024,1024,1024,100,0,0,0,344.9,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7931.6117229717,3.28084,6,P-GPS,
3800,2023-07-20 17:04:26,0,0,3.937008,,,7932.2678909717,8.2021,0,0,0,0,0,10.519,7932.2678909717,3.937008,0,0,0,0,-4.921268,334, -0.8, -1.8,0,0,1684,1024,1024,1024,100,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7932.2678909717,3.937008,6,P-GPS,
3900,2023-07-20 17:04:26,0,0,4.593176,,,7932.9240589717,9.186352,0,0,0,0,0,10.519,7932.9240589717,4.593176,0,0,0,0,-5.816044,333.9, -0.8, -1.4,0,0,1684,1024,1024,1024,100,0,0,0,344.8,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7932.9240589717,4.593176,6,P-GPS,
4000,2023-07-20 17:04:26,0,0,5.577428,,,7933.9083109717,10.170604,0,0,0,0,0,10.519,7933.9083109717,5.577428,0,0,0,0,-6.71082,333.9, -1.1, -1.1,0,0,1684,1227,1024,1024,100,31,0,0,344.9,4.6,0,27,3.461,3.457,3.452,0,0,0,5.186,73.22,7933.9083109717,5.577428,6,P-GPS,
4100,2023-07-20 17:04:26,0,0,6.56168,,,7934.8925629717,11.154856,0,0,0,0,0,10.392,7934.8925629717,6.56168,0,0,0,0,-7.82929,333.8, -1, -1.2,0,0,1684,1227,1024,1024,100,31,0,0,344.8,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7934.8925629717,6.56168,6,P-GPS,
4200,2023-07-20 17:04:26,0,0,7.874016,,,7936.2048989717,12.467192,0,0,0,0,0,10.392,7936.2048989717,7.874016,0,0,0,0,-8.724066,334.1, -0.7, -1.3,0,0,1684,1572,1024,1024,100,83,0,0,344.9,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7936.2048989717,7.874016,6,P-GPS,
4300,2023-07-20 17:04:26,0,0,9.186352,,,7937.5172349717,13.779528,0,0,0,0,0,10.392,7937.5172349717,9.186352,0,0,0,0,-9.842536,335.6, -0.8, -1.6,0,0,1540,1684,1024,1024,78,100,0,0,346.5,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7937.5172349717,9.186352,6,P-GPS,
4400,2023-07-20 17:04:26,0,0,10.826772,,,7939.1576549717,15.419948,0,0,0,0,0,10.392,7939.1576549717,10.826772,0,0,0,0,-10.737312,338.3, -0.9, -1.4,0,0,1426,1684,1024,1024,61,100,0,0,350.4,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7939.1576549717,10.826772,6,P-GPS,
4500,2023-07-20 17:04:27,0,0,12.467192,,,7940.7980749717,16.732284,0,0,0,0,0,10.392,7940.7980749717,12.467192,0,0,0,0,-10.961006,342.3, -1.4, -0.8,0,0,1430,1684,1024,1024,62,100,0,0,355.7,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7940.7980749717,12.467192,6,P-GPS,
4600,2023-07-20 17:04:27,0,0,14.107612,,,7942.4384949717,18.372704,0,0,0,0,0,10.392,7942.4384949717,14.107612,0,0,0,0,-10.737312,347.5, -1.4, -0.8,0,0,1436,1684,1024,1024,62,100,0,0,1.4,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7942.4384949717,14.107612,6,P-GPS,
4700,2023-07-20 17:04:27,0,0,15.419948,,,7943.7508309717,20.013124,0,0,0,0,0,10.392,7943.7508309717,15.419948,0,0,0,0,-10.289924,353.2, -1, -0.9,0,0,1469,1684,1024,1024,67,100,0,0,7.4,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7943.7508309717,15.419948,6,P-GPS,
4800,2023-07-20 17:04:27,0,0,17.060368,,,7945.3912509717,21.32546,0,0,0,0,0,10.392,7945.3912509717,17.060368,0,0,0,0,-9.618842,359.2, -0.9, -1.1,0,0,1513,1684,1024,1024,74,100,0,0,13.4,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7945.3912509717,17.060368,6,P-GPS,
4900,2023-07-20 17:04:27,0,0,18.372704,,,7946.7035869717,22.637796,0,0,0,0,0,10.392,7946.7035869717,18.372704,0,0,0,0,-8.94776,5.2, -0.9, -1.3,0,0,1513,1684,1024,1024,74,100,0,0,19.4,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7946.7035869717,18.372704,6,P-GPS,
5000,2023-07-20 17:04:27,0,0,19.68504,,,7948.0159229717,23.950132,0,0,0,0,0,10.392,7948.0159229717,19.68504,0,0,0,0,-8.276678,11.1, -0.4, -1,0,0,1673,1684,1024,1024,98,100,0,0,25.3,4.6,0,27,3.406,3.404,3.4,0,0,0,10.534,73.22,7948.0159229717,19.68504,6,P-GPS,
5100,2023-07-20 17:04:27,0,0,20.997376,,,7949.3282589717,24.934384,0,0,0,0,0,10.068,7949.3282589717,20.997376,0,0,0,0,-8.052984,17.2, -0.3, -1.1,0,0,1607,1684,1024,1024,88,100,0,0,31.4,4.6,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7949.3282589717,20.997376,6,P-GPS,
5200,2023-07-20 17:04:27,0,0,21.981628,,,7950.3125109717,25.918636,0,0,0,0,0,10.068,7950.3125109717,21.981628,0,0,0,0,-8.500372,23.2, 0, -1.7,0,0,1420,1684,1024,1024,60,100,0,0,37.4,4.6,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7950.3125109717,21.981628,6,P-GPS,
5300,2023-07-20 17:04:27,0,0,23.293964,,,7951.6248469717,27.230972,0,0,0,0,0,10.068,7951.6248469717,23.293964,0,0,0,0,-8.724066,29.2, 0, -2.2,0,0,1420,1684,1024,1024,60,100,0,0,43.3,4.6,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7951.6248469717,23.293964,6,P-GPS,
5400,2023-07-20 17:04:28,0,0,24.6063,,,7952.9371829717,28.215224,0,0,0,0,0,10.068,7952.9371829717,24.6063,0,0,0,0,-8.276678,35.2, 0.4, -2.2,0,0,1419,1684,1024,1024,60,100,0,0,49.3,4.5,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7952.9371829717,24.6063,6,P-GPS,
5500,2023-07-20 17:04:28,0,0,25.918636,,,7954.2495189717,29.199476,0,0,0,0,0,10.068,7954.2495189717,25.918636,0,0,0,0,-7.605596,41.1, 0.6, -1.9,0,0,1419,1684,1024,1024,60,100,0,0,55.3,4,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7954.2495189717,25.918636,6,P-GPS,
5600,2023-07-20 17:04:28,0,0,26.902888,,,7955.2337709717,29.855644,0,0,0,0,0,10.068,7955.2337709717,26.902888,0,0,0,0,-6.934514,47.1, 0.6, -1.6,0,0,1392,1684,1024,1024,56,100,0,0,61.3,3.2,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7955.2337709717,26.902888,6,P-GPS,
5700,2023-07-20 17:04:28,0,0,27.88714,,,7956.2180229717,30.839896,0,0,0,0,0,10.068,7956.2180229717,27.88714,0,0,0,0,-6.263432,53, 0.7, -1.5,0,0,1392,1684,1024,1024,56,100,0,0,67.3,2.7,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7956.2180229717,27.88714,6,P-GPS,
5800,2023-07-20 17:04:28,0,0,28.871392,,,7957.2022749717,31.496064,0,0,0,0,0,10.068,7957.2022749717,28.871392,0,0,0,0,-5.59235,59.1, 0.9, -1.6,0,0,1276,1684,1024,1024,38,100,0,0,73.3,2.3,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7957.2022749717,28.871392,6,P-GPS,
5900,2023-07-20 17:04:28,0,0,29.52756,,,7957.8584429717,32.152232,0,0,0,0,0,10.068,7957.8584429717,29.52756,0,0,0,0,-4.697574,65.2, 1.2, -1.5,0,0,1279,1684,1024,1024,39,100,0,0,79.3,1.6,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7957.8584429717,29.52756,6,P-GPS,
6000,2023-07-20 17:04:28,0,0,30.183728,,,7958.5146109717,32.480316,0,0,0,0,0,10.068,7958.5146109717,30.183728,0,0,0,0,-3.802798,71.2, 1.3, -1.5,0,0,1282,1684,1024,1024,39,100,0,0,85.3,0.4,0,27,3.458,3.459,3.46,0,0,0,16.637,73.22,7958.5146109717,30.183728,6,P-GPS,
6100,2023-07-20 17:04:28,0,0,30.839896,,,7959.1707789717,32.8084,0,0,0,0,0,10.346,7959.1707789717,30.839896,0,0,0,0,-3.131716,77.2, 1.3, -1.3,0,0,1300,1515,1024,1024,42,74,0,0,91.3,-0.5,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7959.1707789717,30.839896,6,P-GPS,
6200,2023-07-20 17:04:28,0,0,31.16798,,,7959.4988629717,32.8084,0,0,0,0,0,10.346,7959.4988629717,31.16798,0,0,0,0,-2.460634,82.7, 1, -1,0,0,1467,1484,1024,1024,67,70,0,0,97.1,-1.1,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7959.4988629717,31.16798,6,P-GPS,
6300,2023-07-20 17:04:28,0,0,31.496064,,,7959.8269469717,33.136484,0,0,0,0,0,10.346,7959.8269469717,31.496064,0,0,0,0,-2.460634,87.7, 0.6, -0.9,0,0,1578,1480,1024,1024,84,69,0,0,101.5,-1.6,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7959.8269469717,31.496064,6,P-GPS,
6400,2023-07-20 17:04:28,0,0,32.152232,,,7960.4831149717,33.136484,0,0,0,0,0,10.346,7960.4831149717,32.152232,0,0,0,0,-2.908022,91.9, 1, -0.5,0,0,1588,1368,1024,1024,85,52,0,0,104.9,-2.2,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7960.4831149717,32.152232,6,P-GPS,
6500,2023-07-20 17:04:29,0,0,32.480316,,,7960.8111989717,33.464568,0,0,0,0,0,10.346,7960.8111989717,32.480316,0,0,0,0,-3.802798,95.2, 1.7, -0.7,0,0,1652,1049,1024,1024,95,4,0,0,107.9,-2.7,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7960.8111989717,32.480316,6,P-GPS,
6600,2023-07-20 17:04:29,0,0,33.136484,,,7961.4673669717,34.120736,0,0,0,0,0,10.346,7961.4673669717,33.136484,0,0,0,0,-4.921268,97.6, 2.3, -0.5,0,0,1652,1049,1024,1024,95,4,0,0,110.3,-3.1,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7961.4673669717,33.136484,6,P-GPS,
6700,2023-07-20 17:04:29,0,0,34.120736,,,7962.4516189717,34.776904,0,0,0,0,0,10.346,7962.4516189717,34.120736,0,0,0,0,-6.039738,99.4, 2.4, -0.7,0,0,1684,1182,1024,1024,100,24,0,0,111.6,-3.2,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7962.4516189717,34.120736,6,P-GPS,
6800,2023-07-20 17:04:29,0,0,34.776904,,,7963.1077869717,35.433072,0,0,0,0,0,10.346,7963.1077869717,34.776904,0,0,0,0,-6.263432,100.6, 1.8, -0.7,0,0,1684,1193,1024,1024,100,26,0,0,112.3,-3.2,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7963.1077869717,34.776904,6,P-GPS,
6900,2023-07-20 17:04:29,0,0,35.761156,,,7964.0920389717,36.417324,0,0,0,0,0,10.346,7964.0920389717,35.761156,0,0,0,0,-6.039738,101.1, 2, -0.7,0,0,1684,1126,1024,1024,100,15,0,0,112.7,-3.2,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7964.0920389717,35.761156,6,P-GPS,
7000,2023-07-20 17:04:29,0,0,36.745408,,,7965.0762909717,37.073492,0,0,0,0,0,10.346,7965.0762909717,36.745408,0,0,0,0,-5.368656,101.4, 1.8, -0.3,0,0,1684,1056,1024,1024,100,5,0,0,113,-3.2,0,27,3.474,3.47,3.484,0,0,0,10.053,73.58,7965.0762909717,36.745408,6,P-GPS,
7100,2023-07-20 17:04:29,0,0,37.401576,,,7965.7324589717,42.322836,0,0,0,0,0,10.265,7965.7324589717,37.401576,0,0,0,0,-5.144962,101.8, 1, 0.1,0,0,1684,1027,1622,1024,100,0,91,0,113.2,-3.2,0,27,3.441,3.45,3.452,0,0,0,9.004,73.58,7965.7324589717,37.401576,6,P-GPS,
7200,2023-07-20 17:04:29,0,0,38.385828,,,7966.7167109717,43.307088,0,0,0,0,0,10.265,7966.7167109717,38.385828,0,0,0,0,-5.816044,102.1, -0.8, 0.4,0,0,1684,1027,1646,1024,100,0,94,0,113.3,-3.2,0,27,3.441,3.45,3.452,0,0,0,9.004,73.58,7966.7167109717,38.385828,6,P-GPS,
7300,2023-07-20 17:04:29,0,0,39.041996,,,7967.3728789717,44.29134,0.223694,0,0,0,0,10.265,7967.3728789717,39.041996,0,0,0,0.223694,-6.71082,102.2, -14.6, 0.4,0,0,1684,1028,1616,1024,100,1,90,0,113.4,-3.2,0,27,3.441,3.45,3.452,0,0,0,9.004,73.58,7967.3728789717,39.041996,6,P-GPS,
7400,2023-07-20 17:04:30,0,0,40.354332,,,7968.6852149717,45.275592,1.3645334,0,0,0,0,10.265,7968.6852149717,40.354332,0,0,-0.223694,1.342164,-7.605596,102.4, -25.7, -0.1,0,0,1684,1028,1616,1024,100,1,90,0,113.4,-3.2,0,27,3.441,3.45,3.452,0,0,0,9.004,73.58,7968.6852149717,40.354332,6,P-GPS,
